hMOF,HVF,VSA_RASPA[m^2/cm^3],LCD（Å）,MOFs密度/[kg/m^3],K,Q
21785,0.87847,1823.758661,16.00141,319.0906191,8.08E-07,1.276436671
21786,0.75213,3319.691649,6.43452,638.1812381,0.000510644,29.71016531
21787,0.44734,872.135149,5.36734,957.2718572,8.85E-05,39.14452073
21788,0.31264,308.644597,4.28497,1276.362476,4.49E-08,31.00250395
21789,0.02692,0,2.90128,1848.629513,0,#NAME?
21790,0.14714,0,3.34438,1413.884763,2.30E-42,-184.4776884
21791,0.15965,0,3.56506,1286.826305,4.53E-63,-334.9446312
21792,0.12742,0,3.54513,1413.897218,3.21E-86,-450.4155886
21793,0.87839,1826.464333,15.99982,319.0937466,8.19E-07,1.481332554
21794,0.74897,3317.11092,6.43386,638.1874933,0.000459515,28.77565974
21795,0.45015,872.186383,5.37752,957.2812399,9.99E-05,38.43875227
21796,0.31282,307.956598,4.2878,1276.374987,1.93E-08,30.13146259
21797,0.8787,1827.304429,16.00357,319.0937452,8.32E-07,1.487144718
21798,0.74909,3310.285827,6.43067,638.1874904,0.000495487,28.81329089
21799,0.44332,910.15237,5.37992,957.2812357,0.000337304,43.67098357
21800,0.30139,251.201629,4.23883,1276.374981,1.84E-11,16.21704587
21801,0.87895,1823.26199,16.00413,319.0874988,8.13E-07,1.630755781
21802,0.74738,3314.347778,6.42979,638.1749975,0.000538921,29.89844515
21803,0.44054,911.619888,5.3798,957.2624963,0.000529818,43.77157364
21804,0.30115,251.046115,4.23897,1276.349995,2.24E-10,10.85123847
21805,0.87759,1830.053614,15.99932,319.0937452,8.25E-07,1.352520122
21806,0.74904,3315.425969,6.43426,638.1874904,0.000516758,29.18308371
21807,0.44578,870.068948,5.37769,957.2812357,9.19E-05,40.59228842
21808,0.31232,308.007607,4.28765,1276.374981,2.93E-08,29.02669915
21809,0.8786,1828.850528,15.99932,319.0937452,8.21E-07,1.372678776
21810,0.75041,3317.203534,6.43426,638.1874904,0.000489977,29.07592847
21811,0.44866,873.396641,5.37769,957.2812357,8.50E-05,36.93935134
21812,0.3136,309.474557,4.28765,1276.374981,2.05E-08,32.51108021
21813,0.877,1823.358942,15.99932,319.0937452,8.37E-07,1.534728513
21814,0.75137,3319.319973,6.43426,638.1874904,0.000517162,29.21399644
21815,0.449,873.194678,5.37769,957.2812357,0.000117626,41.0344455
21816,0.31538,308.88634,4.28765,1276.374981,5.08E-08,30.1028905
21817,0.87697,1827.87771,15.99932,319.0937452,8.25E-07,1.616289738
21818,0.75301,3314.324037,6.43426,638.1874904,0.000505958,28.89890823
21819,0.4512,870.048471,5.37769,957.2812357,8.52E-05,38.00522989
21820,0.31172,308.105003,4.28765,1276.374981,1.41E-07,35.89034437
21821,0.87729,1826.050705,15.99932,319.0937452,8.03E-07,1.539652904
21822,0.75092,3319.02096,6.43426,638.1874904,0.000521753,29.27884612
21823,0.44755,870.543693,5.37769,957.2812357,0.000102499,38.97963202
21824,0.31571,309.461368,4.28765,1276.374981,1.20E-08,33.7550889
21825,0.8778,1823.77333,16.0154,319.0937452,8.24E-07,1.191370927
21826,0.75233,3314.942107,6.43388,638.1874904,0.000517289,29.28939709
21827,0.4469,875.058731,5.37751,957.2812357,0.000131761,39.31920592
21828,0.31121,309.576099,4.28771,1276.374981,1.85E-08,29.80326859
21829,0.87772,1827.584954,15.99932,319.0937452,8.46E-07,1.597743941
21830,0.75251,3313.983563,6.43426,638.1874904,0.000486925,29.10896444
21831,0.4477,870.912491,5.37769,957.2812357,9.10E-05,39.4928479
21832,0.31367,310.017438,4.28765,1276.374981,9.20E-08,36.07593723
21833,0.87775,1826.249735,16.00357,319.0937452,8.42E-07,1.448808662
21834,0.75134,3322.303265,6.43067,638.1874904,0.000502535,29.31764467
21835,0.44301,910.545808,5.37992,957.2812357,0.000384816,45.2172602
21836,0.30022,251.708879,4.23883,1276.374981,1.83E-12,12.03735921
21837,0.87499,1823.9033,16.01455,319.0937452,8.19E-07,1.608747432
21838,0.75348,3319.319273,6.43416,638.1874904,0.000499549,28.99952447
21839,0.4471,873.453355,5.37722,957.2812357,8.23E-05,38.5167368
21840,0.30847,307.417076,4.28731,1276.374981,1.57E-08,30.06817649
21841,0.8773,1824.414043,16.00033,319.0937459,8.39E-07,1.442084976
21842,0.75241,3314.963597,6.43465,638.1874918,0.00049655,29.01198088
21843,0.44669,870.676614,5.37758,957.2812378,0.000108887,39.0787872
21844,0.31552,308.101643,4.28762,1276.374984,4.87E-07,29.92921
21845,0.87866,1826.082873,16.00357,319.0937452,8.36E-07,1.450776437
21846,0.74911,3315.012144,6.43067,638.1874904,0.00046093,28.88987307
21847,0.44147,911.00951,5.37992,957.2812357,0.000397208,46.33513735
21848,0.30524,252.074143,4.23883,1276.374981,1.54E-11,18.79696273
21849,0.87643,1829.779959,15.99932,319.0937452,8.38E-07,1.619197358
21850,0.74885,3313.761373,6.43426,638.1874904,0.00047353,29.23938495
21851,0.44664,873.282024,5.37769,957.2812357,9.96E-05,39.99454021
21852,0.3112,308.423273,4.28765,1276.374981,8.95E-08,35.52769987
21853,0.8766,1827.901141,16.00098,319.0937452,8.32E-07,1.439922985
21854,0.75064,3317.239165,6.43561,638.1874904,0.000503073,28.44099123
21855,0.44657,871.636679,5.36698,957.2812357,8.09E-05,39.77536438
21856,0.31074,308.667342,4.28471,1276.374981,3.02E-07,32.72601267
21857,0.87768,1829.525412,15.99002,319.0906174,8.38E-07,1.408087273
21858,0.75067,3317.556214,6.43422,638.1812348,0.00052605,29.52896635
21859,0.44855,871.902626,5.37717,957.2718522,6.46E-05,40.07030142
21860,0.314,307.283605,4.28743,1276.36247,1.28E-08,33.02508051
21861,0.87818,1825.147314,15.99002,319.0906174,8.27E-07,1.221579386
21862,0.75023,3313.46644,6.43422,638.1812348,0.000508866,29.14413723
21863,0.44874,872.01378,5.37717,957.2718522,0.000105083,40.31222986
21864,0.31065,307.083597,4.28743,1276.36247,2.99E-07,35.58940678
21865,0.87596,1825.916806,15.99932,319.0937452,8.18E-07,1.202941027
21866,0.75025,3317.571963,6.43426,638.1874904,0.000504915,29.20519904
21867,0.44855,871.756121,5.37769,957.2812357,0.000062473,38.90657057
21868,0.31304,307.97563,4.28765,1276.374981,1.08E-05,34.64616516
21869,0.87719,1823.013712,16.01455,319.0937452,8.42E-07,1.599424636
21870,0.75329,3318.86869,6.43416,638.1874904,0.000511964,29.68888894
21871,0.44906,872.675399,5.37722,957.2812357,0.00011521,41.11709671
21872,0.31082,307.199372,4.28731,1276.374981,2.39E-08,37.68447644
21873,0.87755,1825.361807,15.99932,319.0937452,8.53E-07,1.551192867
21874,0.75502,3315.254919,6.43426,638.1874904,0.000506861,29.06800005
21875,0.4488,875.512681,5.37769,957.2812357,8.20E-05,37.85005366
21876,0.31225,310.035976,4.28765,1276.374981,2.47E-06,40.06452285
21877,0.87791,1827.285039,16.0154,319.0937452,8.38E-07,1.249937877
21878,0.74715,3318.143254,6.43388,638.1874904,0.000515338,29.02427758
21879,0.44944,872.517796,5.37751,957.2812357,6.22E-05,36.29359027
21880,0.30946,308.939016,4.28771,1276.374981,6.32E-08,30.6755864
21881,0.87638,1825.899403,16.00357,319.0937452,8.20E-07,1.666463154
21882,0.7496,3316.457919,6.43067,638.1874904,0.000496116,29.08348505
21883,0.44511,911.921128,5.37992,957.2812357,0.000296349,45.11674538
21884,0.30204,251.853062,4.23883,1276.374981,9.55E-11,19.20944054
21885,0.87654,1826.375568,16.00422,319.0906174,8.39E-07,1.388781948
21886,0.75048,3313.028056,6.43023,638.1812348,0.00049821,28.71167265
21887,0.44402,912.643829,5.37992,957.2718522,0.000257313,42.39873853
21888,0.2993,252.269307,4.23894,1276.36247,1.86E-11,8.270044514
21889,0.87846,1823.020474,16.01455,319.0937452,8.20E-07,1.314487006
21890,0.75216,3312.95723,6.43416,638.1874904,0.000480749,29.01535449
21891,0.44996,871.032282,5.37722,957.2812357,7.46E-05,37.83325987
21892,0.31127,307.620375,4.28731,1276.374981,4.99E-08,33.56808022
21893,0.87724,1825.251617,16.01455,319.0937452,8.20E-07,1.410183629
21894,0.75087,3312.783856,6.43416,638.1874904,0.000485174,28.61731942
21895,0.44759,874.690753,5.37722,957.2812357,8.98E-05,38.90904311
21896,0.31334,307.290688,4.28731,1276.374981,2.08E-08,29.02873844
21897,0.87961,1826.197992,15.99932,319.0937452,8.34E-07,1.605063911
21898,0.74879,3313.886226,6.43426,638.1874904,0.000504215,29.41206197
21899,0.44559,873.946599,5.37769,957.2812357,8.55E-05,39.02757769
21900,0.31153,309.334474,4.28765,1276.374981,1.18E-07,31.40484832
21901,0.87832,1826.344559,15.99932,319.0937452,8.36E-07,1.565067407
21902,0.75174,3315.590734,6.43426,638.1874904,0.000518241,29.40332764
21903,0.44715,873.112988,5.37769,957.2812357,5.51E-05,35.80606296
21904,0.31281,309.673906,4.28765,1276.374981,1.31E-08,30.19699438
21905,0.87871,1824.838216,16.00184,319.0906185,8.63E-07,1.611289363
21906,0.75269,3315.380278,6.43476,638.181237,0.000512741,29.36795565
21907,0.45012,871.765625,5.37763,957.2718556,0.000103167,39.02609819
21908,0.30979,307.931432,4.28761,1276.362474,3.17E-08,35.68424828
21909,0.87991,1826.057727,15.99932,319.0937452,8.06E-07,1.210840475
21910,0.75154,3315.859889,6.43426,638.1874904,0.00049342,29.39007475
21911,0.44474,872.090145,5.37769,957.2812357,8.46E-05,39.10689491
21912,0.31315,309.331835,4.28765,1276.374981,2.05E-07,32.15575062
21913,0.87645,1823.812645,15.99932,319.0937452,8.13E-07,1.574044864
21914,0.75061,3313.847256,6.43426,638.1874904,0.000499807,28.67521965
21915,0.4461,873.607383,5.37769,957.2812357,7.35E-05,37.25148718
21916,0.31503,307.907772,4.28765,1276.374981,3.61E-07,37.17546472
21917,0.87971,1823.950356,15.99932,319.0937452,8.17E-07,1.13813897
21918,0.7505,3318.223171,6.43426,638.1874904,0.000489043,28.97386906
21919,0.44711,872.266316,5.37769,957.2812357,8.20E-05,39.47610798
21920,0.3131,307.581142,4.28765,1276.374981,2.11E-07,36.424381
21921,0.87859,1824.128217,15.99932,319.0937452,8.33E-07,1.653727737
21922,0.74896,3313.651268,6.43426,638.1874904,0.000503767,29.42969923
21923,0.44792,873.364149,5.37769,957.2812357,9.47E-05,37.57403028
21924,0.31375,308.495806,4.28765,1276.374981,4.07E-08,36.8935671
21925,0.87962,1827.383736,15.99932,319.0937452,8.37E-07,1.420991533
21926,0.74943,3318.76979,6.43426,638.1874904,0.000468388,28.44751902
21927,0.44709,874.103532,5.37769,957.2812357,8.27E-05,39.18894947
21928,0.31151,307.619896,4.28765,1276.374981,9.18E-08,35.53313957
21929,0.87776,1825.108482,16.01455,319.0937452,8.64E-07,1.545711073
21930,0.74906,3313.120195,6.43416,638.1874904,0.000496972,28.82207318
21931,0.44829,871.397962,5.37722,957.2812357,9.97E-05,40.35077913
21932,0.31064,308.452369,4.28731,1276.374981,2.15E-07,34.37918039
21933,0.88014,1823.036992,15.99962,319.0937428,8.31E-07,1.161606077
21934,0.7548,3318.810675,6.43569,638.1874857,0.000516216,29.47817034
21935,0.44588,871.666281,5.36695,957.2812285,7.41E-05,37.75201774
21936,0.30878,309.120814,4.28502,1276.374971,8.05E-09,28.39923521
21937,0.87784,1824.530488,16.01455,319.0937452,8.17E-07,1.556761534
21938,0.75201,3315.59451,6.43416,638.1874904,0.000499247,29.33754341
21939,0.44739,875.612169,5.37722,957.2812357,8.52E-05,39.65155575
21940,0.31183,308.646843,4.28731,1276.374981,9.33E-09,27.81481716
21941,0.87709,1825.480475,16.00357,319.0937452,8.24E-07,1.48596207
21942,0.7525,3315.55691,6.43067,638.1874904,0.000491685,29.03416717
21943,0.44036,912.753515,5.37992,957.2812357,0.000226751,40.63155749
21944,0.30133,252.615912,4.23883,1276.374981,4.07E-12,13.64614467
21945,0.87801,1824.074198,15.99931,319.0906174,8.53E-07,1.664414353
21946,0.75036,3312.925416,6.435,638.1812347,0.000499375,29.46258011
21947,0.44864,869.597176,5.36722,957.2718521,7.30E-05,38.41768317
21948,0.31124,307.49477,4.28528,1276.362469,1.33E-07,33.35369799
21949,0.87606,1825.933944,15.99932,319.0937452,8.49E-07,1.501099179
21950,0.7523,3314.290423,6.43426,638.1874904,0.000534085,29.52604875
21951,0.4501,871.465654,5.37769,957.2812357,5.76E-05,37.49755585
21952,0.31141,309.039648,4.28765,1276.374981,2.92E-07,35.09779953
21953,0.87977,1826.597882,16.0154,319.0937452,8.50E-07,1.509719537
21954,0.7512,3313.839538,6.43388,638.1874904,0.000504746,28.80959794
21955,0.45033,871.886417,5.37751,957.2812357,7.16E-05,38.0847933
21956,0.30792,309.099335,4.28771,1276.374981,7.16E-08,35.19586038
21957,0.87874,1824.562379,15.99932,319.0937452,8.27E-07,1.537780908
21958,0.75333,3316.333355,6.43426,638.1874904,0.000506506,29.31169915
21959,0.4478,871.829731,5.37769,957.2812357,7.75E-05,38.39124942
21960,0.31221,309.502383,4.28765,1276.374981,9.01E-08,34.67411659
21961,0.87942,1823.293539,15.99932,319.0937452,8.46E-07,1.640367829
21962,0.7505,3315.703593,6.43426,638.1874904,0.000499321,29.41429724
21963,0.44874,872.725346,5.37769,957.2812357,7.95E-05,34.82496823
21964,0.314,307.1719,4.28765,1276.374981,2.30E-07,38.75552857
21965,0.87906,1826.69674,15.99932,319.0937452,8.26E-07,1.596767719
21966,0.75155,3311.170728,6.43426,638.1874904,0.000515756,29.41681378
21967,0.44706,869.958103,5.37769,957.2812357,9.63E-05,37.98582638
21968,0.31083,309.546004,4.28765,1276.374981,2.88E-07,37.61110423
21969,0.87829,1825.692557,16.00098,319.0937452,8.35E-07,1.239008676
21970,0.74955,3316.724806,6.43561,638.1874904,0.000471131,29.1353222
21971,0.44849,873.137002,5.36698,957.2812357,9.52E-05,39.82635026
21972,0.31464,308.294759,4.28471,1276.374981,2.94E-08,29.35248274
21973,0.87797,1825.277048,16.01455,319.0937452,8.29E-07,1.357852668
21974,0.75106,3309.20322,6.43416,638.1874904,0.000520594,29.4533433
21975,0.44439,872.19929,5.37722,957.2812357,8.13E-05,37.77108655
21976,0.31203,307.745042,4.28731,1276.374981,4.87E-08,31.34483942
21977,0.87894,1824.555017,15.99709,319.0906185,8.19E-07,1.437458427
21978,0.7505,3319.955459,6.43613,638.181237,0.000501746,29.18370158
21979,0.44515,870.949969,5.36708,957.2718556,5.85E-05,38.51758216
21980,0.31316,306.765309,4.28496,1276.362474,7.16E-08,30.48949514
21981,0.87718,1828.461167,16.01455,319.0937452,8.53E-07,1.29667188
21982,0.74989,3316.59154,6.43416,638.1874904,0.000544476,29.60107852
21983,0.44512,872.764277,5.37722,957.2812357,5.49E-05,38.83252234
21984,0.31322,307.239075,4.28731,1276.374981,2.60E-07,33.93640757
21985,0.87843,1822.760989,15.99932,319.0937452,8.30E-07,1.43261415
21986,0.75216,3315.472105,6.43426,638.1874904,0.000515968,29.14289772
21987,0.44547,872.181595,5.37769,957.2812357,6.02E-05,38.64527458
21988,0.31509,307.658883,4.28765,1276.374981,5.29E-09,28.73453411
21989,0.87769,1826.751373,15.99932,319.0937452,8.34E-07,1.526046963
21990,0.75133,3312.282665,6.43426,638.1874904,0.000481041,28.9917848
21991,0.45086,871.027541,5.37769,957.2812357,6.47E-05,40.15058937
21992,0.31065,308.943565,4.28765,1276.374981,8.86E-08,35.27959097
21993,0.87701,1825.269251,16.00357,319.0937452,8.34E-07,1.500388127
21994,0.75022,3316.968993,6.43067,638.1874904,0.000500605,29.12734338
21995,0.44355,910.771787,5.37992,957.2812357,0.000462372,45.85068787
21996,0.30139,251.14054,4.23883,1276.374981,7.67E-12,12.1539693
21997,0.87528,1824.958794,16.00098,319.0937452,8.47E-07,1.634971934
21998,0.74953,3315.630106,6.43561,638.1874904,0.000476244,28.96665137
21999,0.44596,873.299166,5.36698,957.2812357,7.84E-05,38.63013007
22000,0.31239,310.269495,4.28471,1276.374981,9.79E-08,32.07687985
22001,0.87943,1827.009557,16.00033,319.0937459,8.65E-07,1.47299761
22002,0.75383,3311.509078,6.43465,638.1874918,0.000495592,29.45016745
22003,0.4488,872.340579,5.37758,957.2812378,0.000090626,40.25174672
22004,0.31659,307.755359,4.28762,1276.374984,9.48E-08,40.38332298
22005,0.87596,1824.282589,16.00554,319.0937527,8.70E-07,1.695727129
22006,0.75202,3318.091984,6.43175,638.1875054,0.000487842,29.3731153
22007,0.44091,909.294004,5.37921,957.2812582,0.000366369,47.40008286
22008,0.30186,250.820352,4.23933,1276.375011,2.88E-12,14.44278759
22009,0.87831,1823.293226,15.99932,319.0937452,8.34E-07,1.507918414
22010,0.75512,3316.241779,6.43426,638.1874904,0.000499017,29.23400869
22011,0.44933,870.748957,5.37769,957.2812357,6.57E-05,40.12303616
22012,0.31418,309.644319,4.28765,1276.374981,3.86E-08,36.31500632
22013,0.87955,1826.621797,15.99932,319.0937452,8.22E-07,1.463906401
22014,0.75374,3313.931864,6.43426,638.1874904,0.000499219,28.9693459
22015,0.44802,873.377036,5.37769,957.2812357,8.32E-05,38.02008141
22016,0.31128,309.636188,4.28765,1276.374981,7.33E-07,32.32401506
22017,0.8771,1825.16766,15.99932,319.0937452,8.35E-07,1.135044
22018,0.75138,3318.118437,6.43426,638.1874904,0.00049904,28.99593994
22019,0.45114,872.397766,5.37769,957.2812357,7.43E-05,38.51639207
22020,0.31225,308.596512,4.28765,1276.374981,1.59E-08,31.34914924
22021,0.87676,1822.81463,16.00033,319.0937459,0.000000831,1.443979844
22022,0.75175,3316.604447,6.43465,638.1874918,0.000475256,29.07845686
22023,0.44942,872.748806,5.37758,957.2812378,9.23E-05,37.62490331
22024,0.31024,308.078093,4.28762,1276.374984,8.81E-08,34.45351471
22025,0.87907,1825.658798,16.00069,319.0937452,8.40E-07,1.467705302
22026,0.74805,3314.398381,6.43112,638.1874904,0.000495035,29.00226939
22027,0.44579,909.789593,5.3797,957.2812357,0.000341089,43.31933722
22028,0.30482,250.642999,4.23932,1276.374981,6.17E-13,11.36942934
22029,0.87848,1827.375381,15.99932,319.0937452,8.32E-07,1.351605606
22030,0.74904,3316.040087,6.43426,638.1874904,0.000502133,29.17957488
22031,0.45082,872.742985,5.37769,957.2812357,6.10E-05,38.29339669
22032,0.3123,307.36343,4.28765,1276.374981,2.26E-07,30.3527823
22033,0.87745,1825.599764,15.99831,319.0937452,8.27E-07,1.411252412
22034,0.75023,3320.787668,6.43506,638.1874904,0.000480924,29.22232811
22035,0.44886,873.052173,5.36742,957.2812357,7.03E-05,38.78811062
22036,0.3132,309.371483,4.28512,1276.374981,3.20E-08,33.33758377
22037,0.87812,1829.652819,15.99831,319.0937452,8.21E-07,1.244940457
22038,0.75332,3314.210584,6.43506,638.1874904,0.0004958,29.09598803
22039,0.44771,871.141131,5.36742,957.2812357,8.43E-05,39.48228027
22040,0.31562,308.097322,4.28512,1276.374981,1.74E-07,31.5901983
22041,0.87588,1825.595093,16.00184,319.0906185,8.19E-07,1.265915928
22042,0.7505,3314.636674,6.43476,638.181237,0.000509677,29.89619304
22043,0.45145,872.46204,5.37763,957.2718556,9.57E-05,40.80473042
22044,0.31179,308.909844,4.28761,1276.362474,8.79E-09,32.09735909
22045,0.87728,1823.24081,15.99932,319.0937452,8.26E-07,1.383082564
22046,0.75256,3320.905685,6.43426,638.1874904,0.00048,28.99963609
22047,0.44532,875.012076,5.37769,957.2812357,9.10E-05,38.63820594
22048,0.31047,308.120314,4.28765,1276.374981,3.36E-08,34.86813358
22049,0.87978,1825.267354,16.00646,319.0937428,8.42E-07,1.431237749
22050,0.75244,3316.826231,6.43235,638.1874857,0.000508086,29.1980918
22051,0.44317,911.092406,5.36667,957.2812285,0.000337501,46.2226117
22052,0.30113,251.352584,4.23255,1276.374971,2.86E-12,11.49172987
22053,0.87944,1824.498786,15.99932,319.0937452,8.20E-07,1.220229002
22054,0.74995,3315.546187,6.43426,638.1874904,0.000491416,29.22141185
22055,0.44648,872.469734,5.37769,957.2812357,7.41E-05,39.68387462
22056,0.30867,308.700958,4.28765,1276.374981,1.39E-08,32.66372379
22057,0.8788,1826.335917,16.00098,319.0937452,8.16E-07,1.170153552
22058,0.75165,3313.331501,6.43561,638.1874904,0.000467797,29.14319322
22059,0.44851,871.864744,5.36698,957.2812357,4.69E-05,37.70638973
22060,0.31173,307.949658,4.28471,1276.374981,9.56E-09,28.30340045
22061,0.8776,1827.180337,15.99932,319.0937452,8.42E-07,1.718363307
22062,0.75468,3319.323878,6.43426,638.1874904,0.000498464,29.41569347
22063,0.44809,873.990622,5.37769,957.2812357,9.94E-05,37.98514941
22064,0.31332,308.791152,4.28765,1276.374981,1.44E-08,25.16875283
22065,0.8776,1826.038786,15.99932,319.0937452,8.44E-07,1.6185143
22066,0.7506,3313.127831,6.43426,638.1874904,0.000497957,29.04890969
22067,0.44634,872.748291,5.37769,957.2812357,4.99E-05,37.9952537
22068,0.31513,308.389765,4.28765,1276.374981,2.25E-08,30.99603604
22069,0.87692,1824.773175,15.99932,319.0937452,8.56E-07,1.574089581
22070,0.75079,3317.899912,6.43426,638.1874904,0.000528203,29.7662707
22071,0.448,872.743964,5.37769,957.2812357,9.35E-05,36.2591083
22072,0.31518,307.913026,4.28765,1276.374981,4.37E-08,34.55538957
22073,0.8792,1827.422739,15.99932,319.0937452,8.24E-07,1.358178255
22074,0.75433,3318.070292,6.43426,638.1874904,0.000490708,28.99560451
22075,0.44789,872.505195,5.37769,957.2812357,9.76E-05,40.97971726
22076,0.31044,309.336772,4.28765,1276.374981,4.27E-08,28.8434967
22077,0.87692,1826.803363,15.99932,319.0937452,8.46E-07,2.059740301
22078,0.75158,3313.639716,6.43426,638.1874904,0.000511041,29.42434608
22079,0.44875,875.017084,5.37769,957.2812357,6.54E-05,37.12648952
22080,0.31181,308.648733,4.28765,1276.374981,1.30E-07,36.06345053
22081,0.78639,2214.201027,10.71457,572.3336037,0.00053061,27.7186659
22082,0.77853,2138.701235,11.68603,577.0382018,3.52E-05,16.90617393
22083,0.12082,0,3.49078,1731.114605,6.21E-56,-266.3570911
22084,0.78032,2123.313987,11.22309,600.8754307,0.000641349,27.40293613
22085,0.36025,34.678656,3.91701,1201.750861,1.28E-12,4.969805294
22086,0.15717,0,2.88944,1854.808022,9.98E-99,-483.5850976
22087,0.77945,2118.711894,10.72975,664.9293428,0.00653396,34.53323336
22088,0.83268,2016.686227,12.8867,496.3181904,2.70E-05,18.09501692
22089,0.77959,2157.543253,10.72466,751.3323245,0.0036588,34.00876347
22090,0.76002,2169.148282,9.72984,1026.766703,0.0252235,39.4873166
22091,0.76856,2192.62743,9.62599,1001.68994,0.0189551,39.55152349
22092,0.08169,0,3.39192,1660.166415,0,#NAME?
22093,0.82043,2108.667278,11.02737,460.3901265,0.00005295,19.40129084
22094,0.56371,1266.730704,5.7191,920.780253,0.340543,51.15324916
22095,0.03411,0,3.17162,1649.019343,0,#NAME?
22096,0.69476,2018.57653,8.04459,916.4802888,0.00936092,42.00899021
22097,0.03361,0,2.87144,1981.302516,0,#NAME?
22098,0.64844,1707.442649,7.10683,1399.127798,626.543,78.896151
22099,0.03416,0,3.01545,1724.861388,0,#NAME?
22100,0.01214,0,2.51604,1729.429822,0,#NAME?
22101,0.01237,0,2.51604,1729.429822,0,#NAME?
22102,0.87782,1825.271653,16.00678,319.0906168,8.18E-07,1.513648089
22103,0.75053,3313.229771,6.4317,638.1812337,0.000494563,29.52417646
22104,0.44324,912.135794,5.37967,957.2718505,0.000365984,44.93982989
22105,0.3026,252.243804,4.23932,1276.362467,1.45E-11,11.35269545
22106,0.00777,0,2.51748,1857.007724,0,#NAME?
22107,0.0028,0,2.24706,2069.637555,0,#NAME?
22108,0.00741,0,2.50671,2069.637552,0,#NAME?
22109,0.00797,0,2.51604,1984.585619,0,#NAME?
22110,0.79046,1864.753562,10.97803,664.0078415,0.000640459,27.80863128
22111,0.00628,0,2.51604,3407.922312,0,#NAME?
22112,0.00561,0,2.51853,2848.42482,0,#NAME?
22113,0.77295,2214.890318,9.25775,818.5109311,0.00473011,37.91393464
22114,0.000361735,0,2.13215,2202.360926,0,#NAME?
22115,0.00059481,0,2.14347,2143.262353,0,#NAME?
22116,0.82379,1828.548864,10.89072,697.3103306,0.00137694,29.01771795
22117,0.72522,1832.998386,9.74075,793.898866,0.00280754,32.33932032
22118,0.87854,1825.041304,16.00281,319.0906185,8.35E-07,1.364127979
22119,0.75154,3317.321851,6.43161,638.181237,0.000494402,29.30269528
22120,0.44109,912.063477,5.37974,957.2718556,0.000281135,42.3469689
22121,0.3018,251.254519,4.23948,1276.362474,3.21E-09,20.63707915
22122,0.75093,2103.879427,9.35654,833.3486479,0.206026,50.97579029
22123,0.74768,1968.099538,9.46834,1055.382935,0.127511,47.42686664
22124,0.73025,2010.481617,9.36302,1177.582366,0.25979,52.13196119
22125,0.70278,1998.120873,8.27563,1107.843885,0.00790467,40.07809767
22126,0.83139,2035.987802,12.06108,578.2634695,6.13E-05,20.20129438
22127,0.80717,2183.704149,10.8006,557.6411521,0.000647169,28.93730487
22128,0.84496,1966.465294,12.78425,441.9535307,1.94E-05,16.35221688
22129,0.81725,2153.832992,11.0797,536.731493,0.000607609,28.50612221
22130,0.81206,2147.526129,10.86871,633.2509596,0.00536355,36.08132254
22131,0.81568,2112.53559,10.87963,613.2333906,0.00385127,34.5666778
22132,0.81544,2101.82115,10.76134,774.0430937,0.00342204,34.99928538
22133,0.80084,2155.392698,10.57983,911.5931954,0.00663671,37.4912546
22134,0.79883,2156.360706,10.66061,774.0430937,0.00388907,36.20352688
22135,0.80146,2138.039339,10.67068,728.1930598,0.00230048,33.6398132
22136,0.83974,1844.307849,11.18028,1053.599564,0.0672592,44.91384047
22137,0.84176,2165.508614,10.50048,456.2160222,4.83E-05,18.62693401
22138,0.62216,1818.053491,6.11748,912.4320444,0.236183,47.58847485
22139,0.76089,1872.081963,10.2539,839.1863605,0.0385535,40.71360532
22140,0.84106,2142.123932,10.55685,505.1389829,0.00016943,23.48152422
22141,0.74747,1930.001443,10.6913,1127.119572,0.0129409,40.28234149
22142,0.75992,1925.952129,10.28277,935.6416266,0.0127181,39.14261555
22143,0.83547,2151.591447,12.23967,451.4109366,3.95E-06,6.662469971
22144,0.57674,1597.249207,4.84528,902.8218731,0.000418657,43.80062691
22145,0.22558,0.041249,3.7095,1354.23281,4.30E-26,-62.97345058
22146,0.08325,0,2.97604,1805.643746,3.16E-157,#NAME?
22147,0.83305,2154.031116,12.22793,451.4109361,3.98E-06,7.051428906
22148,0.57942,1596.721542,4.84025,902.8218722,0.000399039,42.74161787
22149,0.22692,0.029084,3.71855,1354.232808,2.46E-21,-55.47508762
22150,0.08223,0,2.96313,1805.643744,4.58E-155,#NAME?
22151,0.83758,2146.929157,12.23967,451.4109366,4.06E-06,7.437107037
22152,0.57629,1594.015511,4.84528,902.8218731,0.000426955,43.03197927
22153,0.22373,0.042105,3.7095,1354.23281,5.64E-24,-56.9109015
22154,0.08164,0,2.97604,1805.643746,6.80E-148,#NAME?
22155,0.83372,2153.614923,12.22793,451.4109361,4.04E-06,6.960584846
22156,0.57752,1596.138895,4.84025,902.8218722,0.000450263,41.36372313
22157,0.22526,0.016348,3.71855,1354.232808,1.38E-24,-70.27577845
22158,0.08277,0,2.96313,1805.643744,4.54E-146,#NAME?
22159,0.83664,2146.235956,12.23967,451.4109366,4.08E-06,7.075692554
22160,0.57738,1600.009504,4.84528,902.8218731,0.000490795,44.95530527
22161,0.22701,0.035737,3.7095,1354.23281,2.37E-27,-69.4386702
22162,0.08147,0,2.97604,1805.643746,0,#NAME?
22163,0.83448,2149.429541,12.23967,451.4109366,4.07E-06,7.25903898
